R_610nm,S_680nm,T_730nm,U_760nm,V_810nm,W_860nm,DATE,location,weight,height,HU
5405.129883,7300.116944,11147.01465,13042.70361,34578.92578,32049.82325,5,mit+bot,59.87,0.61,77.39987
5434.343262,7423.517579,10898.97217,12764.73731,36038.10743,33313.13477,5,mit+bot,57.14,0.69,83.72848
4933.73291,6952.105713,11039.97558,13079.51416,36554,34270.41211,5,mit+bot,61.81,0.72,84.20592
6175.299317,8294.357666,11393.51367,13301.79297,32992.52832,31047.86426,5,mit+bot,62.54,0.61,76.47102
6155.381104,7829.981446,11630.23584,13598.63623,36638.47461,34305.91309,5,mit+bot,58.07,0.74,86.50855
6595.572998,8509.76709,12479.34619,14661.89258,36239.73828,34533.60157,5,mit+bot,59.17,0.65,80.45793
5495.425537,7732.560059,11568.48242,13695.38184,34571.88477,32732.8916,5,mit+bot,59.87,0.73,85.38748
6495.318115,8296.522461,12081.55078,14015.82178,35761.05469,33110.54004,5,mit+bot,60,0.78,88.29057
5934.95337,7284.421143,11111.50684,13009.66895,36717.91993,34039.66211,5,mit+bot,57.79,0.74,86.58936
6290.160889,8002.093018,11580.83301,13390.51563,34524.11621,32187.53809,5,mit+bot,59.59,0.7,83.60894
6620.802734,8179.07544,11460.41357,13208.82325,35682.11133,33150.32422,5,mit+bot,60,0.72,84.7369
5736.435547,7516.609131,11362.63721,13239.02637,36046.65626,33745.25586,5,mit+bot,59.24,0.8,89.61451
5871.879151,7895.470459,12175.20996,14370.7124,38154.47656,35522.09571,5,mit+bot,60.29,0.82,90.43309
6593.581055,7862.455323,11675.52148,13678.86426,33744.24414,31898.6416,5,mit+bot,57.96,0.73,85.94413
5711.205811,8079.48877,12230.78809,14519.37012,35799.76953,33953.97266,5,mit+bot,60.76,0.72,84.51352
4500.18042,5857.737545,8816.335935,10424.44092,31049.12793,28189.49707,6,mit+bot,59.25,0.6,76.8831
4800.945065,6908.266115,10447.65674,12181.4336,30865.59961,29501.77442,6,mit+bot,60.45,0.52,70.0296
6294.144535,7351.53394,10282.46631,12005.87549,32448.47657,30175.66407,6,mit+bot,58.74,0.58,75.5661
4968.25781,7773.6936,11373.9585,13450.4502,33205.72363,31863.14063,6,mit+bot,61.75,0.6,75.997
4741.85449,7066.84668,10999.83594,13127.65088,34524.61914,33113.59961,6,mit+bot,61.22,0.63,78.3824
4707.993655,7859.20801,11582.8916,13691.13428,35062.13477,33696.90235,6,mit+bot,63.14,0.67,80.5457
5757.01758,8029.6958,11448.0625,13355.59278,35759.04297,33669.97071,6,mit+bot,59.16,0.66,81.137
5422.39209,8196.936035,11660.59815,13587.78223,35257.22852,33134.41016,6,mit+bot,61.51,0.78,87.8823
7602.7688,9245.299315,12311.58203,14370.71241,34010.73731,32656.38477,6,mit+bot,58.88,0.52,70.6754
6337.964355,7985.314945,11371.38575,13292.3545,34492.43946,32196.10742,6,mit+bot,58.59,0.64,79.9647
5064.529055,7625.396485,11097.09766,13101.22315,34099.73633,32479.49512,6,mit+bot,58.59,0.64,79.9647
5477.499265,8087.607665,11395.57227,13438.18067,34879.60938,32746.97168,6,mit+bot,60.4,0.75,86.4372
5334.08838,7340.70923,10758.48243,12614.66407,33415.90235,30837.92481,6,mit+bot,58.74,0.73,85.7163
5061.209225,7959.87695,11683.24072,13808.17286,33746.25586,32391.96973,6,mit+bot,59.5,0.74,86.0973
7181.16748,8476.752195,11986.86231,13815.72363,36525.84375,34169.42188,6,mit+bot,58.34,0.68,82.7147
5915.035155,8224.538575,11894.7461,13944.56055,36276.44532,34230.62696,6,mit+bot,62.14,0.66,80.1799
5728.46826,7548.000735,10911.83692,12626.93408,35645.40625,32732.89258,6,mit+bot,58.86,0.6,77.0218
6153.389405,8366.882325,12081.55079,14069.62159,36335.27344,33924.59375,6,mit+bot,58.86,0.68,82.5517
4947.675535,7507.94946,11187.66895,13179.56348,33651.22071,31602.39942,6,mit+bot,60,0.68,82.1952
6394.399415,8542.240965,12241.08057,14265.47217,35920.44727,33828.49805,6,mit+bot,60.9,0.71,83.847
5277.65356,7143.160155,10925.21729,12831.2793,33705.02344,31639.12402,7,mit+bot,58.44,0.65,80.6974
5158.80835,6564.04346,9941.27832,11712.33545,32271.98731,30147.50879,7,mit+bot,58.14,0.61,78.0049
5140.21802,7294.704835,11401.74805,13513.2168,35312.53711,33237.23926,7,mit+bot,59.88,0.62,78.1211
5453.59741,6597.058595,10291.72949,12141.31885,34962.07227,32391.35743,7,mit+bot,58.19,0.64,80.0982
5206.61206,6256.624515,9788.953125,11510.3501,32528.42578,29769.25,7,mit+bot,57.18,0.67,82.4336
