R_610nm,S_680nm,T_730nm,U_760nm,V_810nm,W_860nm,DATE,location,weight,height,HU
5849.30518,8153.63745,11614.28272,13770.89014,34600.54493,33226.83301,11,mit+top,60.97,0.46,64.2531
5670.041505,7938.22754,12009.50488,14304.17041,36428.29688,34041.49805,11,mit+top,58.38,0.42,61.433
6442.20288,8284.074215,11648.24707,13302.26465,32081.41797,29588.68946,11,mit+top,57.44,0.52,71.2689
6392.40747,8759.27417,11984.80371,14015.82178,35457.85352,33070.75586,11,mit+top,60.78,0.46,64.3418
5470.1958,8345.774415,11890.6294,14027.62012,36723.95313,34557.47266,11,mit+top,58.36,0.5,69.1576
5934.28955,8544.94702,11798.51367,13926.15479,36353.87696,34348.75782,11,mit+top,59.24,0.5,68.7804
6336.636475,7814.286135,11160.90918,13115.38086,34839.88867,32292.20313,11,mit+top,58.99,0.49,67.9893
6085.003665,8349.021485,11305.00049,13339.0752,33990.1211,32147.75488,11,mit+top,58.99,0.55,73.1196
5396.498535,7642.174805,10799.13672,12749.63574,35743.45508,33074.42774,11,mit+top,58.19,0.47,66.5004
6758.23804,9023.39502,12452.07129,14682.65723,37294.15039,34998.77539,11,mit+top,58.19,0.5,69.2305
7347.152345,8938.421385,12533.38037,14792.61719,36742.05664,34588.07813,11,mit+top,56.36,0.47,67.3364
6387.76001,8529.251465,12311.06787,14667.0835,37460.08204,35902.19141,11,mit+top,59.87,0.52,70.2681
5486.13037,8009.66992,10980.79541,13242.32959,35499.08594,34354.87891,11,mit+top,59.84,0.57,74.385
6814.672855,8022.11865,11272.06543,12935.104,33198.18067,30242.37989,11,mit+top,59.68,0.52,70.3462
5863.911865,8200.72461,11809.3208,13772.77832,36137.66602,33077.48731,11,mit+top,58.29,0.57,74.9658
5857.272462,7651.37549,11134.1499,13038.45655,36986.42578,34136.98047,11,mit+top,58,0.52,71.0379
5378.572265,7052.77466,10851.1128,12811.93067,33629.60059,31557.10645,12,mit+top,59.36,0.44,63.0156
6088.9873,7702.251465,11022.99317,12958.70068,32930.68164,31211.28711,12,mit+top,56.89,0.43,63.2204
5725.14868,7710.91089,11654.93701,13617.98535,36338.79297,33348.63574,12,mit+top,57.59,0.48,67.6978
6072.388915,8396.10864,12415.01953,14635.93653,36411.70313,34225.73047,12,mit+top,57.85,0.49,68.4882
6155.381105,7964.74805,11422.33252,13696.79736,33775.41895,32190.59961,12,mit+top,58.42,0.5,69.1319
5601.65576,7677.89575,11800.57227,13934.64942,34483.89063,32010.65039,12,mit+top,60.25,0.49,67.4383
5529.950435,7656.246585,11277.72657,13462.72071,33711.56055,31883.95118,12,mit+top,61.26,0.5,67.9156
6750.934815,8877.262695,12319.81592,14246.59473,35968.71875,32911.00489,12,mit+top,57.32,0.42,61.9756
5888.47754,8655.899415,12057.36377,14185.24365,36035.59375,34208.59375,12,mit+top,59.68,0.49,67.6875
6523.86768,7897.09399,11539.66407,13392.875,36092.41211,32842.4541,12,mit+top,59.22,0.42,61.0026
5834.69849,7811.03833,11570.54053,13547.66797,36488.63477,33380.46387,12,mit+top,59.22,0.5,68.789
5295.57983,7073.882565,11412.55469,13309.81592,36626.40625,32983.8418,12,mit+top,59.46,0.48,66.8621
6266.259035,8312.75903,12349.66358,14475.95215,36155.76758,33486.96289,12,mit+top,62.95,0.47,64.3269
5751.042235,7796.425295,11432.10987,13354.64893,35335.16407,32422.57325,12,mit+top,57.99,0.5,69.3163
6970.03491,8745.74365,12741.79786,14861.04639,38290.23828,35540.45703,12,mit+top,58.23,0.47,66.4821
5764.321045,8504.35498,12075.375,14099.35303,36323.20703,33613.66114,12,mit+top,61.14,0.48,66.1117
6339.9563,7182.12866,10933.45068,12743.50049,36029.5586,32773.90137,12,mit+top,57.97,0.44,63.6945
6182.60278,8537.370115,12598.2212,14829.42725,37166.43555,34650.50684,12,mit+top,55.92,0.45,65.6635
6698.483645,9309.706055,12997.04541,15215.46534,36974.35938,34642.55176,12,mit+top,58.21,0.5,69.2219
6365.849855,8178.53418,11966.27735,13953.05518,35615.23633,32757.98731,12,mit+top,57.85,0.48,67.5816
5842.666015,8047.014895,11999.2124,14157.39991,36111.01563,33491.85938,13,mit+top,60.31,0.55,72.607
5556.50781,8227.24463,11836.59522,14112.56739,34198.28907,32835.1084,13,mit+top,60,0.52,70.2146
5745.730715,7581.015625,11630.23584,13720.39405,35362.82031,32863.26368,13,mit+top,57.66,0.47,66.7424
6364.522215,7927.94458,11410.4961,13570.79248,34426.57031,32318.52149,13,mit+top,57.4,0.5,69.5694
