961,156,2182,2054,2376,201,75,231,20,58,59,1498,27,282,419,478,1031,313,4.83
971,161,2216,2102,2360,204,77,234,19,58,57,1503,26,282,421,476,1026,309,4.67
964,166,2240,2098,2354,207,76,230,19,56,56,1511,26,279,420,475,1030,307,4.18
957,168,2233,2085,2337,207,73,220,19,54,56,1495,26,276,417,473,1026,303,3.95
944,159,2254,2091,2331,202,74,223,19,57,56,1494,26,274,412,468,1019,306,3.81
962,166,2210,2066,2373,210,77,224,18,54,55,1504,25,275,416,469,1032,301,3.77
947,157,2217,2067,2326,198,74,220,19,54,56,1491,26,277,415,471,1021,305,3.59
947,157,2187,2057,2299,197,71,212,19,53,55,1475,25,276,410,446,1016,302,3.44
951,162,2206,2048,2345,203,71,203,18,52,55,1495,25,274,414,467,1018,300,3.3
953,160,2181,2063,2317,201,68,203,18,51,55,1491,25,275,413,464,1023,302,3.23
,,,,,,,,,,,,,,,,,,
951,166,2225,2084,2370,215,127,195,19,51,55,1498,26,271,415,467,1029,304,3.14
956,170,2234,2082,2378,218,121,258,19,62,55,1508,26,272,416,470,1033,305,3.07
968,160,2231,2038,2385,203,113,258,20,63,58,1507,27,280,416,471,1036,311,3.01
968,169,2179,2085,2378,209,101,252,19,61,57,1520,27,279,419,475,1038,308,2.94
958,156,2182,2043,2368,205,80,240,20,60,58,1503,27,281,420,475,1033,310,2.81
964,159,2202,2075,2345,198,74,232,20,56,58,1507,27,280,417,472,1030,309,2.74
961,163,2219,2025,2371,203,72,212,19,55,57,1493,27,278,417,470,1028,306,2.68
954,154,2201,2036,2347,192,61,184,19,52,59,1479,27,281,418,474,1019,308,2.55
959,163,2173,2031,2380,209,61,237,20,63,58,1500,28,279,417,472,1052,308,2.38
973,169,2278,2124,2364,187,92,222,20,56,65,1527,32,280,415,480,1052,316,6.34
,,,,,,,,,,,,,,,,,,
977,180,2279,2126,2390,201,92,222,20,55,63,1534,31,276,417,479,1054,310,6.23
967,167,2264,2105,2365,188,89,226,20,55,64,1521,31,278,415,479,1048,314,5.95
971,176,2271,2115,2369,193,91,219,20,55,64,1526,32,274,414,478,1048,313,5.69
933,170,2201,2051,2300,187,87,214,19,54,62,1477,31,269,401,463,1023,306,5.51
973,180,2278,2131,2384,195,89,215,20,56,65,1522,33,280,420,485,1048,310,5.31
976,179,2281,2132,2379,194,91,219,20,55,65,1542,33,281,421,487,1059,314,5.14
969,184,2270,2121,2373,198,91,214,20,55,64,1532,33,275,416,481,1053,311,5.07
977,174,2279,2125,2375,192,93,225,20,57,65,1536,32,280,419,484,1053,317,4.95
976,176,2283,2126,2383,193,93,220,20,56,64,1526,32,280,419,485,1048,311,4.86
975,172,2276,2121,2379,190,84,222,20,55,65,1536,32,278,421,485,1056,316,4.72
,,,,,,,,,,,,,,,,,,
973,171,2277,2121,2369,187,92,220,20,56,65,1531,32,277,419,483,1055,316,4.73
969,171,2267,2113,2368,187,92,219,20,56,63,1528,31,261,398,465,1051,315,4.62
973,168,2268,2117,2369,186,95,223,20,57,65,1534,32,282,418,484,1051,317,4.55
970,170,2270,2113,2369,187,93,222,20,56,65,1531,32,281,419,484,1053,315,4.44
972,169,2270,2118,2367,186,93,225,20,56,65,1527,32,279,419,483,1053,318,4.41
951,173,2232,2083,2336,189,90,214,19,54,63,1502,31,270,409,467,1035,309,4.31
964,171,2257,2106,2355,186,92,220,20,56,64,1527,32,280,416,476,1050,314,4.22
963,170,2253,2101,2356,188,95,223,20,56,65,1526,32,279,417,480,1048,314,4.17
953,171,2248,2094,2348,190,93,215,20,56,64,1494,31,277,413,478,1041,316,4.06
950,169,2229,2079,2323,185,78,213,20,54,63,1507,31,272,408,470,1041,310,3.95
,,,,,,,,,,,,,,,,,,
924,141,2155,1903,2221,167,76,245,20,55,63,1437,28,262,372,432,985,314,6.8
940,141,2202,2040,2322,189,74,214,18,53,53,1489,23,269,404,456,1034,312,6.91
966,148,2275,2104,2333,174,57,191,20,52,64,1511,30,282,411,470,1038,321,6.1
948,159,2247,2112,2341,187,492,373,21,54,64,1702,30,278,409,468,1041,317,5.82
968,154,2249,2089,2263,181,95,240,21,59,64,1459,30,280,406,472,1027,319,5.55
976,151,2265,2088,2324,175,98,242,21,61,65,1499,30,284,415,478,1044,323,5.43
946,155,2273,2102,2326,185,94,243,21,60,65,1506,30,278,414,477,1016,322,5.11
944,156,2218,2058,2314,181,92,239,20,61,62,1478,30,274,403,463,1028,313,4.99
966,159,2260,2078,2286,179,96,246,21,61,64,1472,31,280,411,475,1045,318,4.54
966,161,2254,2084,2286,194,90,241,20,61,61,1472,29,277,403,468,1034,314,4.39
,,,,,,,,,,,,,,,,,,
971,183,2273,2124,2373,196,64,194,20,53,65,1459,33,273,411,474,1024,303,5.44
